r_ref,a,b,m,n1,n2,n3
0.00254,2.868235,4.146336,5,7.134812,8.645623,4.946001
0.00254,0.75062,1.721561,5,15.79889,10.012441,2.167287
0.00254,3.052201,7.822133,3,2.973043,3.340674,2.684397
0.00254,5.938129,0.735556,12,11.282357,3.218317,4.30338
0.00254,2.596112,1.872699,13,1.735085,5.569882,6.833425
0.00254,5.133578,4.275237,3,3.816621,3.819381,9.32395
0.00254,1.223882,0.51689,9,8.67473,7.835614,9.397707
0.00254,1.649237,2.207671,2,3.564943,6.781165,7.800379
0.00254,0.573526,2.48456,15,1.473402,4.651911,2.451495
0.00254,2.621011,4.303233,6,12.814765,3.615206,6.185851
0.00254,2.118022,2.140333,5,1.903125,3.862807,1.775358
0.00254,1.640176,1.384154,2,6.262032,4.656713,3.797574
0.00254,2.548266,1.37964,12,9.326374,8.601323,5.894976
0.00254,6.389703,2.247662,2,4.634968,4.430338,5.29125
0.00254,4.658882,2.161243,10,4.292669,4.746174,12.223853
0.00254,2.128737,6.486896,2,6.739604,6.199888,6.981577
0.00254,2.386457,1.039126,7,2.871588,4.98169,12.797384
0.00254,2.055712,6.039522,4,6.558057,4.319318,5.807555
0.00254,2.151904,3.537241,12,3.576066,9.374146,5.093085
0.00254,3.088404,1.76831,8,7.024757,8.552644,11.89644
0.00254,0.751191,3.995555,13,8.298448,2.553174,0.992322
0.00254,3.940933,2.990131,15,8.400385,3.892969,8.011468
0.00254,3.177681,2.79507,16,9.650584,7.124056,5.48588
0.00254,7.499416,4.874712,7,3.279222,11.249212,12.911684
0.00254,4.400023,1.249713,10,4.157394,4.92032,8.416174
0.00254,0.49749,1.406175,16,5.905464,9.792057,2.671093
0.00254,6.280172,2.791564,14,2.589931,4.728088,7.338738
0.00254,11.614959,4.376654,4,4.579233,3.900649,5.182723
0.00254,4.233342,3.60506,13,5.346305,4.931288,4.463786
0.00254,3.092949,1.354069,12,3.348625,5.705636,3.606804
0.00254,3.089704,1.297464,14,7.97522,6.083718,4.007444
0.00254,1.841755,3.611102,3,8.464947,3.077939,6.446963
0.00254,3.219351,4.750178,12,6.663749,5.468598,6.157362
0.00254,3.522142,4.362348,7,9.520587,4.002514,1.745207
0.00254,1.952237,4.54907,6,8.120246,9.404361,2.029105
0.00254,1.125732,10.55587,10,5.532162,13.176338,5.657121
0.00254,2.497031,1.627431,4,1.963315,1.676097,3.724745
0.00254,11.152525,4.711747,4,6.411703,4.072838,4.705078
0.00254,1.739069,0.913045,10,11.45541,5.996269,4.560588
0.00254,3.586682,1.904016,12,6.833233,7.537728,3.785168
0.00254,3.488846,2.151464,7,6.274582,6.198109,2.358628
0.00254,6.899963,1.924416,7,4.203272,5.973525,12.856838
0.00254,1.366002,3.034462,5,3.177627,3.598936,2.537407
0.00254,0.610036,2.623483,4,6.327167,2.413888,4.654696
0.00254,3.192704,4.241579,8,4.216838,6.567861,4.837767
0.00254,1.849025,10.514793,14,9.858398,3.768464,3.552731
0.00254,0.559443,1.760628,11,6.078104,7.492965,2.995733
0.00254,3.742951,3.526491,14,7.106772,1.898143,5.453868
0.00254,6.765024,9.324385,12,10.253732,7.455261,7.937241
0.00254,4.106597,6.572078,16,8.333208,4.014339,6.026328
0.00254,0.804953,2.518264,12,10.038187,2.644355,8.035995
0.00254,3.258614,6.458744,2,3.074428,5.191572,4.711247
0.00254,1.165263,1.369295,15,2.09389,11.728446,6.488391
0.00254,2.438159,1.950308,12,12.307425,1.349561,2.743598
0.00254,1.104583,3.415388,12,5.392917,6.394158,2.095705
0.00254,2.70914,4.132614,2,7.369968,4.080906,3.042694
0.00254,2.425742,3.676159,14,5.313609,3.19903,3.108423
0.00254,0.965441,1.254069,12,4.296857,1.684335,3.309911
0.00254,1.551924,0.935769,3,5.747373,16.494034,4.714485
0.00254,0.402129,0.748971,3,13.037318,7.852918,4.595664
0.00254,4.788161,9.949893,6,7.454074,7.23717,5.156561
0.00254,1.030413,3.597744,3,6.334038,9.2549,5.410756
0.00254,1.06363,2.495416,2,11.552111,9.119851,6.818845
0.00254,4.310624,0.691414,2,14.999096,3.86289,16.167206
0.00254,7.556392,3.916449,4,9.730402,10.317407,5.089259
0.00254,4.239314,0.26246,3,5.214118,5.654738,6.152729
0.00254,1.408051,1.749585,3,7.227748,7.371366,9.891586
0.00254,2.41949,4.747217,3,7.539252,8.516366,4.247893
0.00254,3.933909,7.971527,2,3.80724,8.894311,3.742263
0.00254,2.618401,2.8468,11,5.771506,2.331355,7.928099
0.00254,3.417799,2.45796,3,10.961114,1.283059,4.876556
0.00254,0.411256,5.605906,11,4.487845,7.833895,1.869575
0.00254,4.698295,6.599369,9,15.744727,6.365386,3.389718
0.00254,0.881695,0.689345,11,3.863741,4.375298,2.576896
0.00254,0.569219,2.912373,11,5.760952,6.099259,4.483977
0.00254,5.625082,1.661285,13,3.016554,8.201612,13.009507
0.00254,1.023895,1.04982,14,5.708059,5.40958,1.781241
0.00254,8.412069,2.378451,2,9.950142,5.115558,6.644787
0.00254,2.703424,0.859897,2,7.452928,14.136754,7.616733
0.00254,0.636976,0.343234,9,1.647846,1.893946,4.073335
0.00254,5.709069,2.738994,5,5.47824,4.703566,8.469885
0.00254,2.283878,4.942747,5,4.591638,3.202864,2.19838
0.00254,1.364749,1.005441,8,8.448018,8.582696,7.147023
0.00254,2.242532,2.403769,10,3.331056,8.459624,4.86897
0.00254,1.110462,0.691232,12,15.034078,4.362953,4.783348
0.00254,2.300984,6.258485,14,3.280651,2.005107,1.745277
0.00254,3.81957,1.846518,12,5.041542,8.039294,9.83687
0.00254,0.631208,0.997375,10,2.277085,3.519383,3.89735
0.00254,3.263717,3.445909,7,11.415635,5.161161,2.270661
0.00254,4.27491,1.896254,3,7.794176,1.819967,6.94639
0.00254,0.484964,8.902366,4,15.564639,8.36503,3.262055
0.00254,1.92037,6.358851,6,14.565493,6.980026,3.909763
0.00254,5.550671,1.745136,9,0.967615,5.425913,8.689376
0.00254,2.08871,1.663757,10,6.142428,5.975852,6.34203
0.00254,4.509366,0.539464,3,4.325114,4.648761,1.772734
0.00254,3.425513,3.558721,14,2.33633,6.577451,5.092179
0.00254,1.305248,1.377624,16,4.44956,9.500791,4.765757
0.00254,1.743678,1.817823,4,5.573907,4.742155,6.910453
0.00254,4.377305,2.439871,8,2.928024,3.074424,3.724267
0.00254,5.294573,4.297102,14,3.081424,1.203619,2.292729
0.00254,17.831494,2.307675,7,7.512707,2.260612,3.503049
0.00254,2.893799,3.3548,6,7.31926,2.516727,6.146359
0.00254,3.87794,2.039334,12,8.491939,3.893267,6.208259
0.00254,2.626449,4.052907,2,8.360568,19.135324,10.644232
0.00254,0.644,0.656018,13,9.26119,6.306912,10.039094
0.00254,1.829485,0.905849,8,4.73293,2.830792,4.525828
0.00254,2.397357,5.013503,3,7.886573,2.069896,4.016143
0.00254,1.153251,0.856591,7,12.905453,12.542724,4.258259
0.00254,1.003158,0.861812,16,5.151264,7.54209,5.681794
0.00254,2.297487,5.085964,16,7.208125,5.766703,3.261044
0.00254,5.794342,4.880846,16,4.826782,5.494795,7.902714
0.00254,4.228472,2.749117,14,8.411768,3.502061,6.133922
0.00254,0.242531,0.644202,2,4.765695,4.700813,3.730342
0.00254,5.983041,2.286045,12,5.947715,3.019762,6.4868
0.00254,0.736175,1.448175,10,3.591455,5.715512,6.709579
0.00254,2.592217,5.828712,5,7.356264,11.485084,1.369723
0.00254,3.443274,2.119849,14,3.165975,5.711556,8.392605
0.00254,1.850823,4.930268,7,10.806068,6.614274,2.221826
0.00254,4.209927,3.981072,11,11.37561,4.132128,4.06719
0.00254,1.513291,1.046681,12,3.522453,7.218222,2.213936
0.00254,1.17807,1.243608,13,2.56282,2.164485,4.529334
0.00254,2.48186,3.668472,12,7.767941,11.902151,6.241317
0.00254,0.606573,1.963869,11,6.436218,2.212442,8.236172
0.00254,0.463702,1.211894,5,9.312806,3.768907,1.477619
0.00254,1.875014,5.663686,3,7.469874,9.055641,4.964067
0.00254,1.404643,5.624208,12,9.728932,5.526663,5.360783
0.00254,1.631094,1.46333,13,6.119155,8.96198,2.627586
0.00254,2.522205,1.870817,9,4.167662,6.1745,6.597132
0.00254,1.854669,0.73561,2,10.81939,15.872466,4.439671
0.00254,6.499986,6.531571,4,12.923348,1.206196,4.603059
0.00254,6.180979,0.505685,12,8.235204,0.524442,4.511145
0.00254,1.517815,4.463691,3,7.031188,4.288507,7.493934
0.00254,2.720983,1.310346,3,10.946021,6.72061,5.513291
0.00254,5.908521,4.961562,13,10.824785,9.374217,10.805652
0.00254,4.862463,2.088677,9,3.593758,2.146798,4.562126
0.00254,3.597703,2.661285,2,10.523488,11.860107,0.879067
0.00254,0.89907,6.923438,11,4.222047,9.344541,1.198229
0.00254,1.191043,0.277477,3,7.231439,8.312825,2.715921
0.00254,3.588969,2.541448,8,7.849127,5.929113,7.543533
0.00254,5.17396,0.725839,16,7.928097,4.176884,3.335457
0.00254,0.964739,3.055984,16,6.591482,3.492117,4.092375
0.00254,1.877464,3.13481,7,11.885796,1.905514,0.970397
0.00254,1.838677,0.841822,12,2.686749,8.789286,6.62908
0.00254,5.298115,2.891997,12,19.841543,6.612117,3.182253
0.00254,9.331168,1.772032,2,6.233189,2.541635,4.8318
0.00254,0.667015,1.081455,3,5.284274,4.270512,2.378274
0.00254,0.705424,1.187217,13,5.663859,4.317311,5.376531
0.00254,1.38229,2.56122,15,10.121482,9.119964,6.269478
0.00254,1.191997,2.150985,4,6.182901,6.424632,3.920602
0.00254,0.997537,1.833468,15,16.409422,11.077335,5.815454
0.00254,2.300341,2.788982,15,6.455864,1.191513,3.26734
0.00254,6.100008,4.588791,3,14.555707,8.948844,0.273359
0.00254,2.920534,6.860586,12,5.560105,9.233035,3.345378
0.00254,2.51452,3.076514,9,3.749479,5.495756,3.780186
0.00254,1.465034,3.170025,2,8.955663,5.239447,2.59545
0.00254,2.55564,1.953652,14,14.924269,3.276328,5.720566
0.00254,8.377519,2.055862,14,4.756854,3.106126,6.53346
0.00254,0.547125,0.36352,3,2.110777,5.070848,10.634953
0.00254,5.325068,13.285356,3,24.362749,3.082942,2.869507
0.00254,1.740582,3.147207,13,7.040143,5.938465,4.670997
0.00254,0.836758,0.605759,2,11.027761,7.071348,5.409292
0.00254,2.512885,2.977524,15,12.134971,4.636197,14.677119
0.00254,1.397028,3.631216,16,8.33789,0.208547,7.604143
0.00254,2.985417,1.664705,7,9.476312,7.758591,5.358788
0.00254,1.690487,1.551396,16,2.03068,4.937759,2.15881
0.00254,3.304306,2.866017,14,9.600703,6.442412,6.245121
0.00254,1.98237,1.040789,13,5.082497,8.518312,4.113685
0.00254,2.192436,4.035681,15,11.036949,7.261821,2.18227
0.00254,1.401111,2.925877,4,6.675355,7.047529,3.861797
0.00254,3.240994,0.828617,9,6.522603,3.120363,6.67106
0.00254,2.142918,4.176516,10,7.190036,9.912354,3.130377
0.00254,7.158911,1.289784,13,8.699389,3.418818,16.811063
0.00254,0.605876,0.250253,2,4.872533,0.562037,12.091702
0.00254,2.682258,1.474154,9,16.027944,5.200973,3.949325
0.00254,3.367058,8.035415,3,3.299299,3.915385,0.784203
0.00254,0.922095,1.07546,13,3.652296,5.343245,3.415948
0.00254,1.07906,4.366768,13,10.066394,3.663246,0.577365
0.00254,5.059298,3.379302,16,3.851353,9.94463,7.705267
0.00254,9.526538,2.717607,3,9.411048,4.793403,4.854465
0.00254,1.894102,5.453282,3,5.353524,2.129283,1.260401
0.00254,3.98458,1.409728,8,5.300727,2.662369,3.675736
0.00254,1.45585,2.5825,16,7.465057,3.56228,5.551754
0.00254,3.940585,1.164333,5,11.526515,2.734963,9.196501
0.00254,1.64048,3.312928,2,10.192547,4.494066,5.643805
0.00254,0.884802,2.800046,11,2.549573,11.693955,3.219859
0.00254,2.208888,2.715366,11,6.989074,3.933625,5.057075
0.00254,0.618344,1.549601,11,5.025432,4.545914,10.82537
0.00254,1.790471,1.97502,10,3.33287,4.534837,3.610413
0.00254,2.675769,2.13729,3,7.010882,9.439987,1.360603
0.00254,2.552651,0.829314,13,7.000959,3.22016,4.25471
0.00254,2.081165,6.374557,11,11.323605,6.406796,5.348129
0.00254,3.500012,1.062894,8,6.124587,3.438726,4.889325
0.00254,5.897877,2.660067,12,4.465167,3.113663,4.319769
0.00254,1.68791,2.187232,6,11.800534,7.120763,5.091984
0.00254,2.818654,2.932252,6,12.541105,2.796472,3.071174
0.00254,0.114573,0.76017,2,1.935085,5.394491,6.096257
0.00254,1.669746,2.483435,11,2.923535,5.061916,8.183588
0.00254,2.538573,2.337576,16,13.639143,9.004427,11.057077
0.00254,0.352663,1.223074,9,12.339349,4.888386,6.03637
0.00254,3.794838,3.023966,16,7.304,2.873909,4.394212
0.00254,2.353568,3.693418,9,7.016166,8.54587,4.169649
0.00254,4.139507,2.027063,9,4.210865,2.271202,2.122915
0.00254,2.445434,2.42342,3,4.444101,3.959788,16.32872
0.00254,4.591986,5.21177,10,5.704085,4.509149,5.580369
0.00254,5.992401,3.976261,12,10.623803,5.648952,7.876027
0.00254,0.970241,4.6525,13,9.95162,5.517428,2.30007
0.00254,0.33478,4.156792,5,9.625104,3.322142,5.061253
0.00254,1.527472,3.045071,16,6.842787,10.690388,2.923202
0.00254,2.690886,1.530803,7,6.805778,2.345161,5.016265
0.00254,2.947464,7.2453,14,5.014915,6.805078,6.448328
0.00254,4.792262,4.235289,12,3.71933,2.222557,4.455739
0.00254,0.39727,2.604479,12,8.634446,5.352665,6.533259
0.00254,7.161251,1.162535,14,12.172514,5.866974,4.003381
0.00254,2.525754,0.542139,13,7.660892,4.730753,8.587467
0.00254,0.964039,2.035227,2,8.224709,27.35656,6.025032
0.00254,2.692922,0.837465,13,5.829858,8.144769,9.250851
0.00254,3.213389,4.171024,15,8.326729,1.904151,6.957407
0.00254,0.760061,4.965307,11,7.595178,4.478002,5.310371
0.00254,3.895184,2.742584,14,5.828514,6.725769,10.803056
0.00254,2.205277,6.480259,11,8.554542,10.887918,3.895279
0.00254,4.584894,0.781388,12,2.386796,4.71389,10.019043
0.00254,1.768575,2.720959,9,6.056419,3.174626,2.952824
0.00254,1.362412,2.28737,13,4.867867,1.1845,2.205482
0.00254,0.096985,1.363557,4,10.336869,2.640191,6.33206
0.00254,4.632561,4.706037,3,5.129454,4.421899,7.592068
0.00254,6.531048,3.606548,8,11.678013,4.788532,4.08891
0.00254,0.715578,1.165716,15,5.890588,12.767337,4.225316
0.00254,0.722857,2.080031,14,5.04381,7.196592,6.517163
0.00254,4.334865,0.458848,2,7.793672,1.039245,6.950591
0.00254,0.508869,6.182239,11,14.134642,18.184534,4.927009
0.00254,4.128963,6.094249,15,7.331024,4.224911,6.94892
0.00254,3.354274,0.986982,14,6.479579,4.811505,5.989442
0.00254,8.47837,4.858716,16,5.980222,4.050491,8.987989
0.00254,1.230235,0.602677,14,2.638698,7.706408,11.7152
0.00254,0.964921,6.391874,5,3.367619,8.370028,8.616222
0.00254,7.213873,0.616802,12,8.108025,1.773292,3.873655
0.00254,0.900768,1.174566,3,8.10776,5.401909,7.284272
0.00254,2.683274,1.039286,8,1.941092,4.691557,5.197395
0.00254,4.603332,6.617613,2,6.00464,13.902159,8.492631
0.00254,3.539192,1.594905,15,4.62985,1.381377,8.217919
0.00254,1.343113,2.400121,13,7.432836,3.620862,4.45908
0.00254,1.10141,0.734101,16,6.35511,4.885356,13.650083
0.00254,7.574551,1.785788,4,6.027439,10.230083,4.543126
0.00254,2.956071,2.827853,14,7.951076,3.00228,2.500726
0.00254,2.303286,3.342202,3,10.766589,11.742452,8.579621
0.00254,1.71772,4.109732,12,2.244018,4.677238,3.744807
0.00254,1.409495,2.132765,3,10.738477,5.963326,11.004868
0.00254,2.058766,1.459379,8,3.52825,2.58377,2.886792
0.00254,0.752124,0.887586,12,6.307281,3.685161,1.228547
0.00254,5.372022,2.677099,7,8.937006,4.924232,6.156833
0.00254,1.616123,7.098399,8,4.837324,5.831371,1.866295
0.00254,0.790622,3.495222,2,8.081574,9.266578,1.57727
0.00254,5.085477,9.213611,13,4.58921,4.869355,2.850322
0.00254,1.008573,1.157069,16,5.61903,4.524721,4.203912
0.00254,4.372496,0.210042,10,12.359339,1.82028,0.22522
0.00254,1.463112,3.194213,5,6.018546,1.844162,4.143055
0.00254,1.115688,0.229121,4,6.319925,0.89812,4.761282
0.00254,2.694,1.320014,15,10.419307,2.847614,3.600157
0.00254,4.342495,6.191347,14,5.460673,2.341239,3.928628
0.00254,2.328327,0.68166,12,2.837802,3.763692,3.743781
0.00254,3.752918,6.179008,7,1.522921,5.29719,3.705785
0.00254,3.848756,2.207706,11,9.314499,1.714618,5.556441
0.00254,0.449741,2.783972,5,8.56171,5.316184,1.115642
0.00254,2.441771,7.446111,15,2.367461,3.024475,3.403274
0.00254,2.659596,2.949594,2,2.957856,9.215815,4.614828
0.00254,1.837577,2.134456,15,5.311754,5.606615,8.998173
0.00254,0.897555,2.209325,4,10.489763,4.926265,6.205791
0.00254,6.511196,6.103344,4,6.400089,2.439492,5.658968
0.00254,1.494896,5.179534,4,8.088214,3.782042,1.514234
0.00254,3.16271,1.250934,13,5.700903,2.699927,7.013841
0.00254,1.713968,1.503441,7,3.542039,6.017693,2.190026
0.00254,2.255903,2.828334,13,4.199579,4.031843,2.575249
0.00254,0.790602,3.098923,16,4.274812,12.900339,6.167637
0.00254,5.381161,7.987157,2,9.560861,6.58019,6.951067
0.00254,2.537891,0.864417,15,6.710563,1.563406,5.234804
0.00254,2.097758,1.987793,4,2.103112,2.095164,9.87119
0.00254,0.488942,2.740328,4,8.636118,7.938169,5.083428
0.00254,2.264003,3.503217,4,15.918792,2.121436,2.731844
0.00254,1.573074,4.978272,10,1.876525,10.42788,4.425885
0.00254,11.666075,1.606383,16,5.456145,3.233433,10.981744
0.00254,2.815334,2.660425,2,2.431895,5.269639,9.291958
0.00254,4.625117,2.558947,15,4.457654,4.916529,8.375714
0.00254,3.238201,2.936854,8,2.499911,9.746136,5.269302
0.00254,1.727374,2.358119,8,3.763093,7.989689,6.821638
0.00254,3.416096,0.173544,2,6.133583,4.561992,6.787829
0.00254,0.631243,1.948857,3,9.50072,2.677517,7.043311
0.00254,1.489575,0.930484,11,2.524669,1.165563,1.973109
0.00254,0.549102,1.624011,11,8.345786,6.643928,6.459626
0.00254,1.061382,4.698043,13,5.737377,16.509065,1.227416
0.00254,5.317887,1.938072,16,2.791555,6.845456,7.237882
0.00254,2.448292,2.507815,16,3.828035,5.115434,9.220226
0.00254,0.975632,1.019615,13,13.701562,10.347566,10.263587
0.00254,1.733152,3.125784,9,4.910792,9.018508,2.780066
0.00254,3.346628,0.438652,3,12.385342,4.972253,5.022766
0.00254,8.588577,7.615702,13,3.35594,6.299972,3.997791
0.00254,0.425181,1.161501,11,11.932999,9.569666,1.535816
0.00254,0.45823,1.275474,4,11.826942,3.446117,5.138146
0.00254,3.835903,1.970978,12,3.469896,5.504741,3.452972
0.00254,7.350214,2.363264,13,9.477939,5.414143,5.274582
0.00254,2.219566,1.321867,3,5.390222,1.252502,0.783159
0.00254,0.765866,0.540959,15,8.900251,6.392712,4.039938
0.00254,5.928256,0.806053,2,5.385463,3.86286,7.943036
0.00254,3.337242,2.213476,14,20.411738,7.940462,5.458872
0.00254,1.687019,2.79421,2,8.927728,6.126823,8.371317
0.00254,1.596613,3.081534,14,7.778329,7.089883,5.256075
0.00254,2.418526,6.600995,15,8.54598,2.16948,3.24154
0.00254,6.213886,2.749146,11,17.177551,4.683375,2.765968
0.00254,1.645072,15.928904,4,6.522181,5.50201,4.229196
0.00254,3.776159,2.47381,13,4.955947,3.115523,3.875673
0.00254,1.504769,6.315698,15,9.355544,7.761622,8.032241
0.00254,3.451967,2.465252,10,4.298944,1.095186,2.840994
0.00254,2.040961,3.619602,12,6.728972,7.582394,4.676243
0.00254,5.003598,3.495822,5,2.871579,2.640822,3.527062
0.00254,1.442939,2.066635,6,4.774838,10.891669,7.040054
0.00254,1.582108,0.880609,4,12.13669,3.979362,9.124521
0.00254,3.351339,1.06105,2,4.707744,4.969784,6.328702
0.00254,5.111303,3.060819,14,15.542659,3.435094,3.427502
0.00254,1.493231,6.552781,11,10.77624,6.375745,1.127147
0.00254,3.195318,1.027772,14,7.030811,9.84498,8.948822
0.00254,6.676011,3.380059,16,1.057272,3.804802,7.459179
0.00254,1.251536,2.091775,15,7.721552,0.697783,7.099539
0.00254,3.198261,1.401763,7,6.6271,7.274563,8.871783
0.00254,0.522489,1.580281,16,4.225486,8.942735,3.797893
0.00254,2.474576,2.225478,2,9.544628,6.062715,12.610664
0.00254,2.22385,2.202992,2,1.140321,3.925275,12.65971
0.00254,1.18556,1.524987,8,7.154882,11.011377,6.793585
0.00254,1.757837,2.148074,14,2.522883,4.760548,5.719542
0.00254,0.554355,0.742211,11,8.451091,7.51683,2.854714
0.00254,1.197834,1.361343,3,10.282505,5.308542,7.078272
0.00254,0.834218,0.596528,8,3.079743,14.062862,2.295929
0.00254,3.123769,2.361435,10,2.962778,3.784836,6.188579
0.00254,1.050944,2.162484,9,4.887214,12.369749,2.515167
0.00254,2.04092,0.651262,2,5.542398,1.865035,5.315674
0.00254,0.937272,1.861531,15,5.777383,3.391442,8.766795
0.00254,4.618592,6.115579,2,1.565705,3.531021,14.302728
0.00254,2.028933,1.527442,16,6.349025,4.57139,8.088251
0.00254,2.069861,1.084211,2,2.4322,4.006307,3.0235
0.00254,1.101486,2.503857,5,1.280601,4.910019,8.91453
0.00254,2.328306,2.028782,10,1.804765,3.391258,4.961316
0.00254,0.048345,1.619136,3,13.849037,1.239665,0.76236
0.00254,3.121702,2.496984,3,5.233313,12.077971,12.965256
0.00254,3.367425,2.029712,3,3.50642,2.356348,4.757008
0.00254,0.885818,1.182733,14,8.201697,6.557082,2.379725
0.00254,0.823022,5.484296,14,2.325478,7.028129,3.491679
0.00254,1.295426,3.658942,2,17.31797,2.115693,6.000528
0.00254,0.773238,1.8817,16,4.41202,4.47577,5.689024
0.00254,4.24228,2.660315,7,4.799317,3.906045,5.912202
0.00254,0.880004,1.319623,15,10.764635,7.250272,6.051017
0.00254,6.239022,7.435232,3,3.151725,3.581489,3.225232
0.00254,1.063999,1.653343,3,10.943701,4.218383,3.834315
0.00254,5.304449,2.711565,12,9.493276,3.442845,6.927181
0.00254,7.76951,3.035512,3,5.679557,5.82713,6.227558
0.00254,1.837778,1.140457,8,9.787208,8.721397,5.276549
0.00254,5.944026,0.899535,2,4.626229,2.675757,16.123017
0.00254,0.479364,2.837405,15,4.432206,3.87192,3.351764
0.00254,1.995049,7.362669,4,11.894429,7.359962,4.752827
0.00254,1.665798,2.238862,15,2.517638,2.357532,2.398957
0.00254,2.051794,0.42066,7,11.512753,3.498541,3.577192
0.00254,0.573286,0.729838,3,8.136054,2.4833,6.144848
0.00254,3.793658,1.255863,5,1.989615,1.38335,2.367712
0.00254,2.245264,2.509369,16,11.840947,2.854174,7.112551
0.00254,7.539525,4.55731,4,3.834605,13.419276,3.43648
0.00254,5.161693,2.003328,7,4.367942,3.841425,4.684706
0.00254,0.371313,1.326547,14,5.780135,1.642252,7.082993
0.00254,3.143182,0.901117,8,2.793027,3.643375,7.908143
0.00254,1.90283,5.228357,16,12.188037,8.402017,5.298529
0.00254,6.525516,0.999116,7,6.429544,7.094189,0.487349
0.00254,3.730908,1.53841,14,6.442496,3.981055,4.135723
0.00254,0.999974,0.798344,14,4.137308,3.970159,4.410044
0.00254,0.608564,0.388643,16,12.175451,4.71853,4.991701
0.00254,0.247794,2.097567,5,11.904276,1.198189,3.778984
0.00254,4.927196,5.702648,11,7.50621,5.546506,7.626746
0.00254,5.5521,3.970777,14,12.429215,1.743186,4.857755
0.00254,2.684237,2.828543,15,7.143049,3.779494,4.832917
0.00254,8.422131,4.576308,4,3.226311,4.890944,3.167462
0.00254,0.583905,0.421017,2,6.799263,3.207507,4.119091
0.00254,4.633622,1.124983,16,2.254825,4.125885,7.683518
0.00254,0.828387,1.166671,11,5.835718,2.958142,2.226642
